"Curation";"Variable ID";"Variable name";"Variable synonyms";"Context of use";"Growth stage";"Variable status";"Variable Xref";"Institution";"Scientist";"Date";"Language";"Crop";"Trait ID";"Trait name";"Trait class";"Trait description";"Trait synonyms";"Main trait abbreviation";"Alternative trait abbreviations";"Entity";"Attribute";"Trait status";"Trait Xref";"Method ID";"Method name";"Method class";"Method description";"Formula";"Method reference";"Scale ID";"Scale name";"Scale class";"Decimal places";"Lower limit";"Upper limit";"Scale Xref";"Category 1";"Category 2";"Category 3";"Category 4";"Category 5";"Category 6";"Category 7";"Category 8";"Category 9";"Category 10";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001469";"GThk_M_mm";;"Nursery/Trial evaluation";;;;"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"05-janv-16";"EN";"Wheat";"CO_321:0000981";"Grain thickness";"Quality traits";"Thickness of whole grain.";;"GThk";"kernel thickeness";"Grain";"Thickness";;;"CO_321:0001004";"GThk Measurement";"Measurement";"Standard method for whole grain thickness.";;;"CO_321:0000428";"mm";"Numerical";"1.0";"2.0";"40.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001470";"GSize_ScreenCount1_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Kate Dreher, Rosemary Shrestha, Julian Pietragalla";"05-janv-16";"EN";"Wheat";"CO_321:0000040";"Grain size";"Morphological traits";"Grain size.";"Kernel size";"GSize";"GSiz, Ksize, GrnSize";"Grain";"Size";;;"CO_321:0001005";"Image Analysis Screen Count1";"Counting";"Standard method for screening grain size distribution >2.8 Screen using Seed Count (SC5000R)machine.";;;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001471";"GSize_ScreenCount2_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Kate Dreher, Rosemary Shrestha, Julian Pietragalla";"05-janv-16";"EN";"Wheat";"CO_321:0000040";"Grain size";"Morphological traits";"Grain size.";"Kernel size";"GSize";"GSiz, Ksize, GrnSize";"Grain";"Size";;;"CO_321:0001006";"Image Analysis Screen Count2";"Counting";"Standard method for screening grain size distribution ranging from 2.8 ? 2.5 Screen using Seed Count (SC5000R) machine.";;;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001472";"GSize_ScreenCount3_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Kate Dreher, Rosemary Shrestha, Julian Pietragalla";"05-janv-16";"EN";"Wheat";"CO_321:0000040";"Grain size";"Morphological traits";"Grain size.";"Kernel size";"GSize";"GSiz, Ksize, GrnSize";"Grain";"Size";;;"CO_321:0001007";"Image Analysis Screen Count3";"Counting";"Standard method for screening grain size distribution ranging from 2.5 ? 2.2 Screen using Seed Count (SC5000R) machine.";;;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001473";"GSize_ScreenCount4_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Kate Dreher, Rosemary Shrestha, Julian Pietragalla";"05-janv-16";"EN";"Wheat";"CO_321:0000040";"Grain size";"Morphological traits";"Grain size.";"Kernel size";"GSize";"GSiz, Ksize, GrnSize";"Grain";"Size";;;"CO_321:0001008";"Image Analysis Screen Count4";"Counting";"Standard method for screening grain size distribution ranging from 2.2 ? 2.0 Screen using Seed Count (SC5000R) machine.";;;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001474";"GSize_ScreenCount5_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Kate Dreher, Rosemary Shrestha, Julian Pietragalla";"05-janv-16";"EN";"Wheat";"CO_321:0000040";"Grain size";"Morphological traits";"Grain size.";"Kernel size";"GSize";"GSiz, Ksize, GrnSize";"Grain";"Size";;;"CO_321:0001009";"Image Analysis Screen Count5";"Counting";"Standard method for screening grain size distribution ranging from 2.0 ? 1.6 Screen using Seed Count (SC5000R) machine.";;;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001475";"GSize_ScreenCount6_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Kate Dreher, Rosemary Shrestha, Julian Pietragalla";"05-janv-16";"EN";"Wheat";"CO_321:0000040";"Grain size";"Morphological traits";"Grain size.";"Kernel size";"GSize";"GSiz, Ksize, GrnSize";"Grain";"Size";;;"CO_321:0001010";"Image Analysis Screen Count6";"Counting";"Standard method for screening grain size distribution <1.6 Screen using Seed Count (SC5000R) machine.";;;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001476";"GSize_ScreenMass1_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Kate Dreher, Rosemary Shrestha, Julian Pietragalla";"05-janv-16";"EN";"Wheat";"CO_321:0000040";"Grain size";"Morphological traits";"Grain size.";"Kernel size";"GSize";"GSiz, Ksize, GrnSize";"Grain";"Size";;;"CO_321:0001020";"Image Analysis Screen Mass1";"Counting";"Measurement of grain size distribution based on the percent mass of the grains greater than 2.8 mm based on screenings using the Seed Count (SC5000R) machine.";;"Estimation";"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001477";"GSize_ScreenMass2_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Kate Dreher, Rosemary Shrestha, Julian Pietragalla";"05-janv-16";"EN";"Wheat";"CO_321:0000040";"Grain size";"Morphological traits";"Grain size.";"Kernel size";"GSize";"GSiz, Ksize, GrnSize";"Grain";"Size";;;"CO_321:0001021";"Image Analysis Screen Mass2";"Counting";"Measurement of grain size distribution based on the percent mass of the grains that fall between 2.8 mm - 2.5 mm based on screenings using the Seed Count (SC5000R) machine.";;;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001478";"GSize_ScreenMass3_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Kate Dreher, Rosemary Shrestha, Julian Pietragalla";"05-janv-16";"EN";"Wheat";"CO_321:0000040";"Grain size";"Morphological traits";"Grain size.";"Kernel size";"GSize";"GSiz, Ksize, GrnSize";"Grain";"Size";;;"CO_321:0001022";"Image Analysis Screen Mass3";"Counting";"Measurement of grain size distribution based on the percent mass of the grains that fall between 2.5 mm - 2.2 mm based on screenings using the Seed Count (SC5000R) machine.";;;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001479";"GSize_ScreenMass4_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Kate Dreher, Rosemary Shrestha, Julian Pietragalla";"05-janv-16";"EN";"Wheat";"CO_321:0000040";"Grain size";"Morphological traits";"Grain size.";"Kernel size";"GSize";"GSiz, Ksize, GrnSize";"Grain";"Size";;;"CO_321:0001023";"Image Analysis Screen Mass4";"Counting";"Measurement of grain size distribution based on the percent mass of the grains that fall between 2.2 mm - 2.0 mm based on screenings using the Seed Count (SC5000R) machine.";;;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001480";"GSize_ScreenMass5_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Kate Dreher, Rosemary Shrestha, Julian Pietragalla";"05-janv-16";"EN";"Wheat";"CO_321:0000040";"Grain size";"Morphological traits";"Grain size.";"Kernel size";"GSize";"GSiz, Ksize, GrnSize";"Grain";"Size";;;"CO_321:0001024";"Image Analysis Screen Mass5";"Counting";"Measurement of grain size distribution based on the percent mass of the grains that fall between 2.0 mm - 1.6 mm based on screenings using the Seed Count (SC5000R) machine.";;;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001481";"GSize_ScreenMass6_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Kate Dreher, Rosemary Shrestha, Julian Pietragalla";"05-janv-16";"EN";"Wheat";"CO_321:0000040";"Grain size";"Morphological traits";"Grain size.";"Kernel size";"GSize";"GSiz, Ksize, GrnSize";"Grain";"Size";;;"CO_321:0001025";"Image Analysis Screen Mass6";"Counting";"Measurement of grain size distribution based on the percent mass of the grains that are below 1.6 mm based on screenings using the Seed Count (SC5000R) machine.";;;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001482";"AnthExt_E_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Bhoja Basnet, Rosemary Shrestha, Julian Pietragalla";"05-janv-16";"EN";"Wheat";"CO_321:0000982";"Anther extrusion";"Agronomical traits";"Extrusion of anthers.";;"AnthExt";;"Anther";"Anther extrusion";;;"CO_321:0001011";"AnthExt Estimation";"Estimation";"Standard method for anther extrusion.";;;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001483";"AnthExt_E_0to9";;"Nursery/Trial evaluation";;;;"CIMMYT";"Bhoja Basnet, Rosemary Shrestha, Julian Pietragalla";"05-janv-16";"EN";"Wheat";"CO_321:0000982";"Anther extrusion";"Agronomical traits";"Extrusion of anthers.";;"AnthExt";;"Anther";"Anther extrusion";;;"CO_321:0001011";"AnthExt Estimation";"Estimation";"Standard method for anther extrusion.";;;"CO_321:0001018";"0-9 AnthExt";"Ordinal";"1.0";;;;"0= No anther extrusion";"3= 30% anther extrusion";"4= 40% anther extrusion";"1= 10% anther extrusion";"2= 20% anther extrusion";"7= 70% anther extrusion";"8= 80% anther extrusion";"5= 50% anther extrusion";"6= 60% anther extrusion";"8= >90% anther extrusion";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001595";"InfertSpkN_Ct_SplSpk";;"Nursery/Trial evaluation";;;;"CIMMYT, T3";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla, Jean-Luc Jannink";"21-dec-18";"EN";"Wheat";"CO_321:0001484";"Infertile spike number";"Agronomical traits";"Number of infertile spikelet per spike.";;"InfertSpkN";"InflSPKLSP";"Spike";"Number";;;"CO_321:0001530";"InfertSpkN Counting";"Counting";"The number of infertile spikelets (i.e., those NOT containing grain) per spike should be counted towards the end of grain-filling, but before physiological maturity (to avoid losses due to movement through the plots). Randomly sample 5-10 spikes per plot, by selecting at the base of the culm. Count the total number of spikelets (pair-by-pair, from the base to the tip), then obtain the average.";;;"CO_321:0000440";"spikelet/spike";"Numerical";"1.0";"1.0";"50.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001596";"RSpkGP_Calc_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001485";"Rapid spike growth period";"Phenological traits";"Rapid spike growth period.";;"RSpkGP";"RSGP";"Canopy";"Grain Filling duration";;;"CO_321:0001531";"RSpkGP Computation";"Computation";"Phase period where the spike growth the most regarding the whole crop cycle and can be calculated as (anthesis date-initiation of booting date)/days to maturity *100.";"(DTA-DTInB)/DTM *100";;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001597";"CGR_Calc_gm2day";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0000407";"Crop growth rate";"Physiological traits";"It is the rate of dry matter production per unit area.";;"CGR";"CGR";"Plant";"Biomass production";;;"CO_321:0001532";"CGR Computation";"Computation";"It is measured during rapid spike growth phase. Cut all aboveground biomass in a predetermined area (A). Avoid border effects by sampling away from edges of plot.  Then, CRG is the production of biomass per day between initiation of booting and seven days after anthesis. Calculated as  (Biomass 7DAA/m2 - Biomass InB/m2)/Days from InB to 7DAA.";"(Biomass 7DAA/m2 - Biomass InB/m2)/Days from InB to 7DAA.";;"CO_321:0000420";"g/m2/day";"Numerical";"1.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001599";"SN_Calc_Spksm2";;"Nursery/Trial evaluation";;;;"CIMMYT, T3";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla, Jean-Luc Jannink";"21-dec-18";"EN";"Wheat";"CO_321:0000166";"Spike number";"Agronomical traits";"Number of spikes (fertile culms) per unit area, sample or plant.";"Ear number";"SN";"SNO, SpkNO, SpkNo";"Spike";"Number";;;"CO_321:0001534";"SN Computation";"Computation";"Calculated from biomass seven days after anthesis (7DAA) sampling.";;;"CO_321:0000441";"spike/m2";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001600";"GYPR_Calc_gm2day";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001486";"Grain yield production rate";"Agronomical traits";"Grain yield production rate.";;"GYPR";;"Grain";"Yield production rate";;;"CO_321:0001535";"GYPR Computation";"Computation";"Calculated with grain yield obtained /days to maturity.";;;"CO_321:0000420";"g/m2/day";"Numerical";"1.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001601";"BMPR_Calc_gm2day";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001487";"Biomass production rate";"Agronomical traits";"Biomass production rate.";;"BMPR";;"Biomass";"Production per day";;;"CO_321:0001536";"BMPR Computation";"Computation";"Calculated with final biomass obtained /days to maturity.";;;"CO_321:0000420";"g/m2/day";"Numerical";"1.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001602";"TTTS_Calc_Cday";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001488";"Terminal spikelet thermal time";"Phenological traits";"Thermal Time from emergence to Terminal Spikelet (GS30).";;"TTTS";;"Plant";"Terminal spikelet thermal time";;;"CO_321:0001537";"TTTS Computation";"Computation";"Calculated with climatic data where degree days are accumulating since emergence until terminal spikelet(thermal time from da1+day2+day3...). To calculate daily thermal time= (Temperature max + Temperature min)/2.";;;"CO_321:0001587";"°C day";"Numerical";"1.0";"0.0";"2000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001603";"TTIB_Calc_Cday";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001489";"Booting initiation thermal time";"Phenological traits";"Thermal Time from emergence  to Initiation of Booting (GS41).";;"TTIB";;"Plant";"Initiation of Booting thermal time";;;"CO_321:0001538";"TTIB Computation";"Computation";"Calculated with climatic data where degree days are accumulating since emergence until initiation of booting (thermal time from da1+day2+day3...). To calculate daily thermal time= (Temperature max + Temperature min)/2.";;;"CO_321:0001587";"°C day";"Numerical";"1.0";"0.0";"2000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001604";"TTB_Calc_Cday";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001490";"Booting thermal time";"Phenological traits";"Thermal Time from emergence  to Booting  (GS45).";;"TTB";;"Plant";"Booting thermal time";;;"CO_321:0001539";"TTB Computation";"Computation";"Calculated with climatic data where degree days are accumulating since emergence until booting (thermal time from da1+day2+day3...). To calculate daily thermal time= (Temperature max + Temperature min)/2.";;;"CO_321:0001587";"°C day";"Numerical";"1.0";"0.0";"2000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001605";"TTH_Calc_Cday";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001491";"Heading thermal time";"Phenological traits";"Thermal Time  from emergence to Heading (GS55).";;"TTH";;"Plant";"Heading thermal time";;;"CO_321:0001540";"TTH Computation";"Computation";"Calculated with climatic data where degree days are accumulating since emergence until emergence (thermal time from da1+day2+day3...). To calculate daily thermal time= (Temperature max + Temperature min)/2.";;;"CO_321:0001587";"°C day";"Numerical";"1.0";"0.0";"2000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001606";"TTA_Calc_Cday";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001492";"Anthesis thermal time";"Phenological traits";"Thermal Time from emergence  to Anthesis (GS65).";;"TTA";;"Plant";"Anthesis thermal time";;;"CO_321:0001541";"TTA Computation";"Computation";"Calculated with climatic data where degree days are accumulating since emergence until anthesis (thermal time from da1+day2+day3...). To calculate daily thermal time= (Temperature max + Temperature min)/2.";;;"CO_321:0001587";"°C day";"Numerical";"1.0";"0.0";"2000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001607";"TTM_calc_Cday";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001493";"Physiological maturity thermal time";"Phenological traits";"Thermal Time  from emergence to Physiological Maturity (GS87).";;"TTM";;"Plant";"Physiological maturity thermal time";;;"CO_321:0001542";"TTM Computation";"Computation";"Calculated with climatic data where degree days are accumulating since emergence until physiological maturity (thermal time from da1+day2+day3...). To calculate daily thermal time= (Temperature max + Temperature min)/2.";;;"CO_321:0001587";"°C day";"Numerical";"1.0";"0.0";"2000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001608";"StmWSC_NIR_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0000207";"Stem water soluble carbohydrate";"Physiological traits";"Water soluble carbohydrates accumulate up to and around anthesis and are partitioned to the stem, from where they are later available as a reservoir for remobilization to the developing grains. These reserves are an important source of carbon for grain filling.";;"StmWSC";"STEMWSC, WSC,";"Stem";"Water soluble carbohydrate content";;;"CO_321:0001543";"StmWSC NIR Measurement";"Measurement";"Water soluble carbohydrates of stem dry weight measured with NIRs.";;;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001609";"StmWSC_Atrone_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0000207";"Stem water soluble carbohydrate";"Physiological traits";"Water soluble carbohydrates accumulate up to and around anthesis and are partitioned to the stem, from where they are later available as a reservoir for remobilization to the developing grains. These reserves are an important source of carbon for grain filling.";;"StmWSC";"STEMWSC, WSC,";"Stem";"Water soluble carbohydrate content";;;"CO_321:0001544";"StmWSC Atrone Measurement";"Measurement";"Water soluble carbohydrates of stem dry weight measured with chemical method Antrone.";;;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001610";"SpkPho_Textile_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001494";"Spike photosynthesis contribution";"Physiological traits";"Photosynthetic contribution of the spike (ear) to grain yield.";;"SpkPho";;"Spike";"Spike Photosynthesis";;;"CO_321:0001545";"SpkPho Computation";"Computation";"Textile treatment is used to inhibit photosynthesis of the spikes through shading(comparison between control and treated spikes). Randomly selected spikes (for example: 12 spikes) per plot are covered with a special designed textile 10 days after anthesis under irrigation and drought or 10 days after heading under heat environments. Then, at physiological maturity the spikes are harvested together with 12 control spikes and the number of grains and weight are recorded and compared the treated spikes with the control ones (Sanchez-Bragado et al., 2016).";;;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001611";"FE_Calc_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001495";"Fruiting efficiency";"Physiological traits";"The final outcome of the floret developmental rates (determining the number of floret primordia that reach the stage of fertile florets at anthesis) and the proportion of grain set per fertile floret (the opposite to grain abortion), per unit of spike weight.";;"FE";;"Spike";"Fruiting efficiency";;;"CO_321:0001546";"FE Computation";"Computation";"Spike fertility index. Dry weight of 20 randomly selected spikes at anthesis. Fruiting Efficiency= number of grains at maturity / spike dry matter at anthesis.";;;"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001612";"SpkPI_Calc_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001496";"Spike partitioning index";"Physiological traits";"Spike partitioning index.";;"SpkPI";"SPI";"Spike";"Partitioning index";;;"CO_321:0001547";"SpkPI Computation";"Computation";"Calculated from shoots sampled seven days after anthesis and SPI is expressed as a ratio and can be calculated as SPI= (dry weight of spikes at anthesis+7/dry weight of the whole plants (shoots) at anthesis+7).";"SpikeDW Anth+7/Shoot DW Anth+7";;"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001613";"LeafPI_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001497";"Leaf lamina partitioning index";"Physiological traits";"Leaf lamina partitioning index.";;"LeafPI";"LPI";"Leaf";"Lamina partitioning index";;;"CO_321:0001548";"LeafPI Computation";"Measurement";"Leaf Lamina Coefficient = Lamina DM measured at7 DAA/whole plant DM at 7 DAA. Individual shoots (for example: 10-20) are harvested seven days after anthesis and the shoots are separated into: spikes, leaf laminas, true stem, leaf sheath. The dry weight of leaf lamina is recorded and the total dry weight calculated. The partitioning index is calculated comparing the weight of each individual part regarding the total weight of the plant.";;;"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
